"Country or Area Code";"Year";"Sex Code";"Code of City";"Value";"Value Footnotes"
"248";"2015";"0";"014900";"11471";"1"
"248";"2015";"1";"014900";"5521";"1"
"248";"2015";"2";"014900";"5950";"1"
"248";"2014";"0";"014900";"11437";"1"
"248";"2014";"1";"014900";"5490";"1"
"248";"2014";"2";"014900";"5947";"1"
"248";"2013";"0";"014900";"11370";"1"
"248";"2013";"1";"014900";"5445";"1"
"248";"2013";"2";"014900";"5925";"1"
"248";"2012";"0";"014900";"11304.5";"1"
"248";"2012";"1";"014900";"5408";"1"
"248";"2012";"2";"014900";"5896.5";"1"
"248";"2011";"0";"014900";"11226.5";"1"
"248";"2011";"1";"014900";"5363.5";"1"
"248";"2011";"2";"014900";"5863";"1"
"248";"2010";"0";"014900";"11156.5";"1"
"248";"2010";"1";"014900";"5327";"1"
"248";"2010";"2";"014900";"5829.5";"1"
"248";"2009";"0";"014900";"11064";"1"
"248";"2009";"1";"014900";"5264";"1"
"248";"2009";"2";"014900";"5800";"1"
"248";"2008";"0";"014900";"10954";"1"
"248";"2008";"1";"014900";"5189";"1"
"248";"2008";"2";"014900";"5765";"1"
"248";"2007";"0";"014900";"10863";"1"
"248";"2007";"1";"014900";"5151";"1"
"248";"2007";"2";"014900";"5712";"1"
"248";"2000";"0";"014900";"10488";"2"
"248";"2000";"1";"014900";"4943";"2"
"248";"2000";"2";"014900";"5545";"2"
"8";"2011";"0";"000048";"113249";""
"8";"2011";"0";"000050";"418495";""
"8";"2011";"1";"000048";"56511";""
"8";"2011";"1";"000050";"203239";""
"8";"2011";"2";"000048";"56738";""
"8";"2011";"2";"000050";"215256";""
"8";"2003";"0";"000050";"392863";""
"8";"2003";"1";"000050";"194006";""
"8";"2003";"2";"000050";"198857";""
"12";"1998";"0";"000080";"352523";""
"12";"1998";"0";"000110";"246800";""
"12";"1998";"0";"000120";"134523";""
"12";"1998";"0";"000130";"144405";""
"12";"1998";"0";"000140";"177060";""
"12";"1998";"0";"000150";"129004";""
"12";"1998";"0";"000160";"103690";""
"12";"1998";"0";"000180";"174314";""
"12";"1998";"0";"000190";"229788";""
"12";"1998";"0";"000200";"1569897";""
"12";"1998";"0";"000210";"158679";""
"12";"1998";"0";"000220";"104758";""
"12";"1998";"0";"000230";"105151";""
"12";"1998";"0";"000240";"127959";""
"12";"1998";"0";"000250";"104644";""
"12";"1998";"0";"000260";"108682";""
"12";"1998";"0";"000270";"106306";""
"12";"1998";"0";"000300";"128427";""
"12";"1998";"0";"000330";"125911";""
"12";"1998";"0";"000350";"102151";""
"12";"1998";"0";"000360";"465021";""
"12";"1998";"0";"000370";"113533";""
"12";"1998";"0";"000380";"183931";""
"12";"1998";"0";"000390";"153531";""
"12";"1998";"0";"000400";"114512";""
"12";"1998";"0";"000410";"214842";""
"12";"1998";"0";"000420";"154335";""
"12";"1998";"0";"000430";"148850";""
"12";"1998";"0";"000440";"156258";""
"12";"1998";"0";"000460";"114183";""
"12";"1998";"0";"000470";"705335";""
"12";"1998";"0";"000480";"139381";""
"16";"2010";"0";"000490";"3656";"3"
"16";"2000";"0";"000490";"4278";"3"
"16";"2000";"1";"000490";"2086";"3"
"16";"2000";"2";"000490";"2192";"3"
"20";"2011";"0";"000500";"22205";"1"
"20";"2011";"1";"000500";"11056";"1"
"20";"2011";"2";"000500";"11149";"1"
"20";"2010";"0";"000500";"23505";"1"
"20";"2010";"1";"000500";"11750";"1"
"20";"2010";"2";"000500";"11755";"1"
"20";"2009";"0";"000500";"24779";"1"
"20";"2009";"1";"000500";"12539";"1"
"20";"2009";"2";"000500";"12240";"1"
"20";"2008";"0";"000500";"24632";"1"
"20";"2008";"1";"000500";"12437";"1"
"20";"2008";"2";"000500";"12195";"1"
"20";"2007";"0";"000500";"24574";"1"
"20";"2007";"1";"000500";"12426";"1"
"20";"2007";"2";"000500";"12148";"1"
"20";"2006";"0";"000500";"24211";"1"
"20";"2006";"1";"000500";"12267";"1"
"20";"2006";"2";"000500";"11944";"1"
"20";"2005";"0";"000500";"23587";"1"
"20";"2005";"1";"000500";"11869";"1"
"20";"2005";"2";"000500";"11718";"1"
"20";"2003";"0";"000500";"21245";"1"
"20";"2003";"1";"000500";"10702";"1"
"20";"2003";"2";"000500";"10543";"1"
"660";"2001";"0";"036920";"4904";""
"28";"1991";"0";"000530";"22342";""
"32";"2015";"0";"000590";"307070";"4"
"32";"2015";"0";"000595";"154716";"4"
"32";"2015";"0";"000600";"12847328";"4,5"
"32";"2015";"0";"000610";"210627";"4"
"32";"2015";"0";"000620";"213775";"4"
"32";"2015";"0";"000630";"160525";"4"
"32";"2015";"0";"000640";"1517610";"4"
"32";"2015";"0";"000650";"382208";"4"
"32";"2015";"0";"000660";"257004";"4"
"32";"2015";"0";"000690";"834530";"4"
"32";"2015";"0";"000695";"203257";"4"
"32";"2015";"0";"000715";"217726";"4"
"32";"2015";"0";"000720";"635022";"4"
"32";"2015";"0";"000730";"1079744";"4"
"32";"2015";"0";"000750";"308314";"4"
"32";"2015";"0";"000760";"274363";"4"
"32";"2015";"0";"000770";"353909";"4"
"32";"2015";"0";"000785";"138024";"4"
"32";"2015";"0";"000790";"409056";"4"
"32";"2015";"0";"000800";"172267";"4"
"32";"2015";"0";"000805";"110107";"4"
"32";"2015";"0";"000810";"1426517";"4"
"32";"2015";"0";"000820";"623941";"4"
"32";"2015";"0";"000850";"514965";"4"
"32";"2015";"0";"000870";"188937";"4"
"32";"2015";"0";"000880";"337748";"4"
"32";"2015";"0";"000890";"529379";"4"
"32";"2015";"0";"000895";"125513";"4"
"32";"2015";"0";"000900";"405054";"4"
"32";"2015";"0";"000905";"867724";"4,6"
"32";"2015";"0";"000908";"137371";"4"
"32";"2015";"1";"000590";"147874";"4"
"32";"2015";"1";"000595";"78079";"4"
"32";"2015";"1";"000600";"6212253";"4,5"
"32";"2015";"1";"000610";"102333";"4"
"32";"2015";"1";"000620";"109020";"4"
"32";"2015";"1";"000630";"78302";"4"
"32";"2015";"1";"000640";"727682";"4"
"32";"2015";"1";"000650";"183582";"4"
"32";"2015";"1";"000660";"124745";"4"
"32";"2015";"1";"000690";"404610";"4"
"32";"2015";"1";"000695";"100055";"4"
"32";"2015";"1";"000715";"106630";"4"
"32";"2015";"1";"000720";"305237";"4"
"32";"2015";"1";"000730";"526105";"4"
"32";"2015";"1";"000750";"152432";"4"
"32";"2015";"1";"000760";"131274";"4"
"32";"2015";"1";"000770";"170406";"4"
"32";"2015";"1";"000785";"67421";"4"
"32";"2015";"1";"000790";"197335";"4"
"32";"2015";"1";"000800";"82744";"4"
"32";"2015";"1";"000805";"55609";"4"
"32";"2015";"1";"000810";"691949";"4"
"32";"2015";"1";"000820";"301577";"4"
"32";"2015";"1";"000850";"248959";"4"
"32";"2015";"1";"000870";"92359";"4"
"32";"2015";"1";"000880";"163279";"4"
"32";"2015";"1";"000890";"254311";"4"
"32";"2015";"1";"000895";"60958";"4"
"32";"2015";"1";"000900";"195597";"4"
"32";"2015";"1";"000905";"417837";"4,6"
"32";"2015";"1";"000908";"70692";"4"
"32";"2015";"2";"000590";"159196";"4"
"32";"2015";"2";"000595";"76637";"4"
"32";"2015";"2";"000600";"6635075";"4,5"
"32";"2015";"2";"000610";"108294";"4"
"32";"2015";"2";"000620";"104755";"4"
"32";"2015";"2";"000630";"82223";"4"
"32";"2015";"2";"000640";"789928";"4"
"32";"2015";"2";"000650";"198626";"4"
"32";"2015";"2";"000660";"132259";"4"
"32";"2015";"2";"000690";"429920";"4"
"32";"2015";"2";"000695";"103202";"4"
"32";"2015";"2";"000715";"111096";"4"
"32";"2015";"2";"000720";"329785";"4"
"32";"2015";"2";"000730";"553639";"4"
"32";"2015";"2";"000750";"155882";"4"
"32";"2015";"2";"000760";"143089";"4"
"32";"2015";"2";"000770";"183503";"4"
"32";"2015";"2";"000785";"70603";"4"
"32";"2015";"2";"000790";"211721";"4"
"32";"2015";"2";"000800";"89523";"4"
"32";"2015";"2";"000805";"54498";"4"
"32";"2015";"2";"000810";"734568";"4"
"32";"2015";"2";"000820";"322364";"4"
"32";"2015";"2";"000850";"266006";"4"
"32";"2015";"2";"000870";"96578";"4"
"32";"2015";"2";"000880";"174469";"4"
"32";"2015";"2";"000890";"275068";"4"
"32";"2015";"2";"000895";"64555";"4"
"32";"2015";"2";"000900";"209457";"4"
"32";"2015";"2";"000905";"449887";"4,6"
"32";"2015";"2";"000908";"66679";"4"
"32";"2013";"0";"000590";"317325.704982449";"7"
"32";"2013";"0";"000600";"13339001.6015536";"5,7"
"32";"2013";"0";"000610";"215795.389398648";"7"
"32";"2013";"0";"000620";"146557.365847925";"7"
"32";"2013";"0";"000630";"157705.748550135";"7"
"32";"2013";"0";"000640";"1442000.64659388";"7"
"32";"2013";"0";"000650";"373981.279268183";"7"
"32";"2013";"0";"000660";"253508.104025216";"7"
"32";"2013";"0";"000690";"764468.872784661";"7"
"32";"2013";"0";"000695";"193763.58807037";"7"
"32";"2013";"0";"000715";"216609.517202332";"7"
"32";"2013";"0";"000720";"633905.593145199";"7"
"32";"2013";"0";"000730";"923203.297204453";"7"
"32";"2013";"0";"000750";"277609.714022646";"7"
"32";"2013";"0";"000760";"286659.493034397";"7"
"32";"2013";"0";"000770";"312162.868950168";"7"
"32";"2013";"0";"000790";"406284.472613334";"7"
"32";"2013";"0";"000800";"168400.500188638";"7"
"32";"2013";"0";"000810";"1284951.22445876";"7"
"32";"2013";"0";"000820";"562807.15066998";"7"
"32";"2013";"0";"000850";"486313.228956941";"7"
"32";"2013";"0";"000880";"322872.909734593";"7"
"32";"2013";"0";"000890";"521233.02888211";"7"
"32";"2013";"0";"000895";"127398.589387156";"7"
"32";"2013";"0";"000900";"387320.455373139";"7"
"32";"2013";"0";"000905";"836411.619309512";"6,7"
"32";"2013";"0";"000908";"130617.023030331";"7"
"32";"2012";"0";"000590";"314948";"7"
"32";"2012";"0";"000600";"13242375";"5,7"
"32";"2012";"0";"000610";"212174";"7"
"32";"2012";"0";"000620";"145475";"7"
"32";"2012";"0";"000630";"155905";"7"
"32";"2012";"0";"000640";"1429922";"7"
"32";"2012";"0";"000650";"368778";"7"
"32";"2012";"0";"000660";"249062";"7"
"32";"2012";"0";"000690";"757980";"7"
"32";"2012";"0";"000695";"189845";"7"
"32";"2012";"0";"000715";"212154";"7"
"32";"2012";"0";"000720";"628672";"7"
"32";"2012";"0";"000730";"916220";"7"
"32";"2012";"0";"000750";"273503";"7"
"32";"2012";"0";"000760";"283328";"7"
"32";"2012";"0";"000770";"307619";"7"
"32";"2012";"0";"000785";"132097";"7"
"32";"2012";"0";"000790";"400869";"7"
"32";"2012";"0";"000800";"167057";"7"
"32";"2012";"0";"000810";"1277149";"7"
"32";"2012";"0";"000820";"554291";"7"
"32";"2012";"0";"000850";"480354";"7"
"32";"2012";"0";"000870";"181730";"7"
"32";"2012";"0";"000880";"318287";"7"
"32";"2012";"0";"000890";"516203";"7"
"32";"2012";"0";"000895";"125354";"7"
"32";"2012";"0";"000900";"381767";"7"
"32";"2012";"0";"000905";"828258";"6,7"
"32";"2012";"0";"000908";"127797";"7"
"32";"2010";"0";"000590";"310151";"7,8"
"32";"2010";"0";"000600";"13047383.5911513";"5,7,8"
"32";"2010";"0";"000610";"204865.910814638";"7,8"
"32";"2010";"0";"000620";"143291.153938137";"7,8"
"32";"2010";"0";"000630";"152271.040291904";"7,8"
"32";"2010";"0";"000640";"1405547.38043669";"7,8"
"32";"2010";"0";"000650";"358278.429569445";"7,8"
"32";"2010";"0";"000660";"240088.945193687";"7,8"
"32";"2010";"0";"000690";"744885.526810173";"7,8"
"32";"2010";"0";"000695";"181938.392736754";"7,8"
"32";"2010";"0";"000715";"203161.629153992";"7,8"
"32";"2010";"0";"000720";"618111.615502295";"7,8"
"32";"2010";"0";"000730";"902127.207628422";"7,8"
"32";"2010";"0";"000750";"265215.661375981";"7,8"
"32";"2010";"0";"000760";"276605.320616689";"7,8"
"32";"2010";"0";"000770";"298450.237364442";"7,8"
"32";"2010";"0";"000785";"128970.652529568";"7,8"
"32";"2010";"0";"000790";"389940.094689328";"7,8"
"32";"2010";"0";"000800";"164344.459035137";"7,8"
"32";"2010";"0";"000810";"1261404.11160335";"7,8"
"32";"2010";"0";"000820";"537106.522392764";"7,8"
"32";"2010";"0";"000850";"468329.572242688";"7,8"
"32";"2010";"0";"000870";"179757.394037044";"7,8"
"32";"2010";"0";"000880";"309034.152094366";"7,8"
"32";"2010";"0";"000890";"506053.768541226";"7,8"
"32";"2010";"0";"000895";"121229.365117479";"7,8"
"32";"2010";"0";"000900";"370561.386314553";"7,8"
"32";"2010";"0";"000905";"811804.106587273";"6,7,8"
"32";"2010";"0";"000908";"122104.906599864";"7,8"
"32";"1991";"0";"000580";"344024";""
"32";"1991";"0";"000590";"260096";""
"32";"1991";"0";"000600";"2965403";""
"32";"1991";"0";"000600";"11298030";""
"32";"1991";"0";"000610";"109882";""
"32";"1991";"0";"000610";"132626";""
"32";"1991";"0";"000620";"124104";""
"32";"1991";"0";"000630";"116485";""
"32";"1991";"0";"000640";"1157507";""
"32";"1991";"0";"000640";"1208554";""
"32";"1991";"0";"000650";"258103";""
"32";"1991";"0";"000660";"147636";""
"32";"1991";"0";"000670";"406809";""
"32";"1991";"0";"000680";"1120088";""
"32";"1991";"0";"000690";"521936";""
"32";"1991";"0";"000690";"642979";""
"32";"1991";"0";"000700";"468561";""
"32";"1991";"0";"000710";"574330";""
"32";"1991";"0";"000720";"512880";""
"32";"1991";"0";"000730";"121620";""
"32";"1991";"0";"000730";"773113";""
"32";"1991";"0";"000740";"643553";""
"32";"1991";"0";"000750";"167296";""
"32";"1991";"0";"000750";"183579";""
"32";"1991";"0";"000760";"207041";""
"32";"1991";"0";"000760";"211936";""
"32";"1991";"0";"000770";"201273";""
"32";"1991";"0";"000770";"210755";""
"32";"1991";"0";"000780";"511234";""
"32";"1991";"0";"000790";"229212";""
"32";"1991";"0";"000790";"292287";""
"32";"1991";"0";"000800";"134355";""
"32";"1991";"0";"000800";"138853";""
"32";"1991";"0";"000810";"907718";""
"32";"1991";"0";"000810";"1118905";""
"32";"1991";"0";"000820";"367550";""
"32";"1991";"0";"000820";"370904";""
"32";"1991";"0";"000830";"141063";""
"32";"1991";"0";"000840";"299023";""
"32";"1991";"0";"000850";"119423";""
"32";"1991";"0";"000850";"352691";""
"32";"1991";"0";"000860";"470809";""
"32";"1991";"0";"000860";"622324";""
"32";"1991";"0";"000870";"119302";""
"32";"1991";"0";"000880";"178748";""
"32";"1991";"0";"000880";"180102";""
"32";"1991";"0";"000890";"353063";""
"32";"1991";"0";"000890";"406388";""
"32";"1991";"0";"000900";"189947";""
"32";"1991";"0";"000900";"263471";""
"32";"1991";"0";"000910";"289505";""
"51";"2011";"0";"001460";"121976";""
"51";"2011";"0";"001470";"1060138";""
"51";"2011";"1";"001460";"57132";""
"51";"2011";"1";"001470";"490362";""
"51";"2011";"2";"001460";"64844";""
"51";"2011";"2";"001470";"569776";""
"51";"2009";"0";"001450";"104825";""
"51";"2009";"0";"001460";"146355";""
"51";"2009";"0";"001470";"1116648";""
"51";"2009";"1";"001450";"50143";""
"51";"2009";"1";"001460";"70468";""
"51";"2009";"1";"001470";"522409";""
"51";"2009";"2";"001450";"54682";""
"51";"2009";"2";"001460";"75887";""
"51";"2009";"2";"001470";"594239";""
"51";"2008";"0";"001450";"104886";""
"51";"2008";"0";"001460";"146704";""
"51";"2008";"0";"001470";"1109580";""
"51";"2008";"1";"001450";"50030";""
"51";"2008";"1";"001460";"70256";""
"51";"2008";"1";"001470";"518551";""
"51";"2008";"2";"001450";"54856";""
"51";"2008";"2";"001460";"76448";""
"51";"2008";"2";"001470";"591029";""
"51";"2007";"0";"001450";"105100";""
"51";"2007";"0";"001460";"147350";""
"51";"2007";"0";"001470";"1106383";""
"51";"2007";"1";"001450";"50052";""
"51";"2007";"1";"001460";"70384";""
"51";"2007";"1";"001470";"516769";""
"51";"2007";"2";"001450";"55048";""
"51";"2007";"2";"001460";"76966";""
"51";"2007";"2";"001470";"589614";""
"51";"2006";"0";"001450";"105300";""
"51";"2006";"0";"001460";"148000";""
"51";"2006";"0";"001470";"1104398";""
"51";"2006";"1";"001450";"50011";""
"51";"2006";"1";"001460";"70542";""
"51";"2006";"1";"001470";"515699";""
"51";"2006";"2";"001450";"55289";""
"51";"2006";"2";"001460";"77458";""
"51";"2006";"2";"001470";"588699";""
"51";"2004";"0";"001450";"105900";""
"51";"2004";"0";"001460";"149200";""
"51";"2004";"0";"001470";"1102427";""
"51";"2004";"1";"001450";"49900";""
"51";"2004";"1";"001460";"70700";""
"51";"2004";"1";"001470";"514398";""
"51";"2004";"2";"001450";"56000";""
"51";"2004";"2";"001460";"78500";""
"51";"2004";"2";"001470";"588029";""
"51";"2001";"0";"001450";"107394";""
"51";"2001";"0";"001460";"150917";""
"51";"2001";"0";"001470";"1103488";""
"51";"2001";"1";"001450";"50284";""
"51";"2001";"1";"001460";"70846";""
"51";"2001";"1";"001470";"513546";""
"51";"2001";"2";"001450";"57110";""
"51";"2001";"2";"001460";"80071";""
"51";"2001";"2";"001470";"589942";""
"533";"2010";"0";"031380";"28295";""
"533";"2010";"1";"031380";"13139";""
"533";"2010";"2";"031380";"15156";""
"533";"1991";"0";"031380";"20045";""
"533";"1991";"1";"031380";"9441";""
"533";"1991";"2";"031380";"10604";""
"36";"2013";"0";"000920";"1263888";"9"
"36";"2013";"0";"000940";"2143121";"9"
"36";"2013";"0";"000950";"145003";"9"
"36";"2013";"0";"000963";"418856";"9"
"36";"2013";"0";"000970";"320266";"9"
"36";"2013";"0";"000980";"119597";"9"
"36";"2013";"0";"000990";"181853";"9"
"36";"2013";"0";"001005";"605134";"9"
"36";"2013";"0";"001006";"1291666";"9"
"36";"2013";"0";"001007";"2238394";"9"
"36";"2013";"0";"001008";"136245";"9"
"36";"2013";"0";"001009";"217973";"9"
"36";"2013";"0";"001010";"4347955";"9"
"36";"2013";"0";"001011";"1972358";"9"
"36";"2013";"0";"001012";"4757083";"9"
"36";"2013";"0";"001020";"206560";"9"
"36";"2013";"0";"001040";"4181021";"9"
"36";"2013";"0";"001051";"425895";"9"
"36";"2013";"0";"001060";"1901582";"9"
"36";"2013";"0";"001070";"292354";"9"
"36";"2013";"0";"001080";"4373433";"9"
"36";"2013";"0";"001090";"112588";"9"
"36";"2013";"0";"001100";"176035";"9"
"36";"2013";"0";"001105";"286581";"9"
"36";"2013";"1";"000920";"621484";"9"
"36";"2013";"1";"000940";"1065009";"9"
"36";"2013";"1";"000950";"71717";"9"
"36";"2013";"1";"000963";"208683";"9"
"36";"2013";"1";"000970";"155491";"9"
"36";"2013";"1";"000980";"62751";"9"
"36";"2013";"1";"000990";"89865";"9"
"36";"2013";"1";"001005";"296281";"9"
"36";"2013";"1";"001006";"635458";"9"
"36";"2013";"1";"001007";"1113036";"9"
"36";"2013";"1";"001008";"71434";"9"
"36";"2013";"1";"001009";"107800";"9"
"36";"2013";"1";"001010";"2147775";"9"
"36";"2013";"1";"001011";"986935";"9"
"36";"2013";"1";"001012";"2359054";"9"
"36";"2013";"1";"001020";"101961";"9"
"36";"2013";"1";"001040";"2064826";"9"
"36";"2013";"1";"001051";"211337";"9"
"36";"2013";"1";"001060";"950959";"9"
"36";"2013";"1";"001070";"141994";"9"
"36";"2013";"1";"001080";"2171480";"9"
"36";"2013";"1";"001090";"54504";"9"
"36";"2013";"1";"001100";"87949";"9"
"36";"2013";"1";"001105";"142774";"9"
"36";"2013";"2";"000920";"642404";"9"
"36";"2013";"2";"000940";"1078112";"9"
"36";"2013";"2";"000950";"73286";"9"
"36";"2013";"2";"000963";"210173";"9"
"36";"2013";"2";"000970";"164775";"9"
"36";"2013";"2";"000980";"56846";"9"
"36";"2013";"2";"000990";"91988";"9"
"36";"2013";"2";"001005";"308853";"9"
"36";"2013";"2";"001006";"656208";"9"
"36";"2013";"2";"001007";"1125358";"9"
"36";"2013";"2";"001008";"64811";"9"
"36";"2013";"2";"001009";"110173";"9"
"36";"2013";"2";"001010";"2200180";"9"
"36";"2013";"2";"001011";"985423";"9"
"36";"2013";"2";"001012";"2398029";"9"
"36";"2013";"2";"001020";"104599";"9"
"36";"2013";"2";"001040";"2116195";"9"
"36";"2013";"2";"001051";"214558";"9"
"36";"2013";"2";"001060";"950623";"9"
"36";"2013";"2";"001070";"150360";"9"
"36";"2013";"2";"001080";"2201953";"9"
"36";"2013";"2";"001090";"58084";"9"
"36";"2013";"2";"001100";"88086";"9"
"36";"2013";"2";"001105";"143807";"9"
"36";"2012";"0";"000920";"1250795";"9"
"36";"2012";"0";"000940";"2099328";"9"
"36";"2012";"0";"000950";"142124";"9"
"36";"2012";"0";"000963";"412049";"9"
"36";"2012";"0";"000970";"317517";"9"
"36";"2012";"0";"000980";"116215";"9"
"36";"2012";"0";"000990";"179689";"9"
"36";"2012";"0";"001005";"592389";"9"
"36";"2012";"0";"001006";"1278432";"9"
"36";"2012";"0";"001007";"2192065";"9"
"36";"2012";"0";"001008";"131938";"9"
"36";"2012";"0";"001009";"216981";"9"
"36";"2012";"0";"001010";"4248344";"9"
"36";"2012";"0";"001011";"1899999";"9"
"36";"2012";"0";"001012";"4672619";"9"
"36";"2012";"0";"001020";"205557";"9"
"36";"2012";"0";"001040";"4086734";"9"
"36";"2012";"0";"001051";"420850";"9"
"36";"2012";"0";"001060";"1834184";"9"
"36";"2012";"0";"001070";"286497";"9"
"36";"2012";"0";"001080";"4293416";"9"
"36";"2012";"0";"001090";"110855";"9"
"36";"2012";"0";"001100";"171824";"9"
"36";"2012";"0";"001105";"283243";"9"
"36";"2012";"1";"000920";"614513";"9"
"36";"2012";"1";"000940";"1043596";"9"
"36";"2012";"1";"000950";"70542";"9"
"36";"2012";"1";"000963";"205316";"9"
"36";"2012";"1";"000970";"154157";"9"
"36";"2012";"1";"000980";"60798";"9"
"36";"2012";"1";"000990";"88796";"9"
"36";"2012";"1";"001005";"290597";"9"
"36";"2012";"1";"001006";"628449";"9"
"36";"2012";"1";"001007";"1090482";"9"
"36";"2012";"1";"001008";"69000";"9"
"36";"2012";"1";"001009";"107343";"9"
"36";"2012";"1";"001010";"2098009";"9"
"36";"2012";"1";"001011";"949588";"9"
"36";"2012";"1";"001012";"2316731";"9"
"36";"2012";"1";"001020";"101483";"9"
"36";"2012";"1";"001040";"2017615";"9"
"36";"2012";"1";"001051";"208652";"9"
"36";"2012";"1";"001060";"915991";"9"
"36";"2012";"1";"001070";"139412";"9"
"36";"2012";"1";"001080";"2131328";"9"
"36";"2012";"1";"001090";"53632";"9"
"36";"2012";"1";"001100";"85994";"9"
"36";"2012";"1";"001105";"141201";"9"
"36";"2012";"2";"000920";"636282";"9"
"36";"2012";"2";"000940";"1055732";"9"
"36";"2012";"2";"000950";"71582";"9"
"36";"2012";"2";"000963";"206733";"9"
"36";"2012";"2";"000970";"163360";"9"
"36";"2012";"2";"000980";"55417";"9"
"36";"2012";"2";"000990";"90893";"9"
"36";"2012";"2";"001005";"301792";"9"
"36";"2012";"2";"001006";"649983";"9"
"36";"2012";"2";"001007";"1101583";"9"
"36";"2012";"2";"001008";"62938";"9"
"36";"2012";"2";"001009";"109638";"9"
"36";"2012";"2";"001010";"2150335";"9"
"36";"2012";"2";"001011";"950411";"9"
"36";"2012";"2";"001012";"2355888";"9"
"36";"2012";"2";"001020";"104074";"9"
"36";"2012";"2";"001040";"2069119";"9"
"36";"2012";"2";"001051";"212198";"9"
"36";"2012";"2";"001060";"918193";"9"
"36";"2012";"2";"001070";"147085";"9"
"36";"2012";"2";"001080";"2162088";"9"
"36";"2012";"2";"001090";"57223";"9"
"36";"2012";"2";"001100";"85830";"9"
"36";"2012";"2";"001105";"142042";"9"
"36";"2011";"0";"000920";"1198468";"10,11"
"36";"2011";"0";"000920";"1225235";"10,11"
"36";"2011";"0";"000940";"1977315";"10,11"
"36";"2011";"0";"000940";"2065996";"10,11"
"36";"2011";"0";"000950";"139693";"12"
"36";"2011";"0";"000950";"133911";"10,11"
"36";"2011";"0";"000960";"356585";"10,11"
"36";"2011";"0";"000960";"391645";"10,11"
"36";"2011";"0";"000963";"404559";"12"
"36";"2011";"0";"000970";"304753";"10,11"
"36";"2011";"0";"000980";"106255";"10,11"
"36";"2011";"0";"000980";"120584";"10,11"
"36";"2011";"0";"000990";"177023";"12"
"36";"2011";"0";"000990";"173454";"10,11"
"36";"2011";"0";"001005";"579909";"12"
"36";"2011";"0";"001005";"557822";"10,11"
"36";"2011";"0";"001006";"1262940";"12"
"36";"2011";"0";"001007";"2146577";"12"
"36";"2011";"0";"001008";"129062";"12"
"36";"2011";"0";"001009";"216276";"12"
"36";"2011";"0";"001010";"4169103";"12"
"36";"2011";"0";"001011";"1832114";"12"
"36";"2011";"0";"001012";"4605992";"12"
"36";"2011";"0";"001019";"268944";"10,11"
"36";"2011";"0";"001020";"200501";"10,11"
"36";"2011";"0";"001020";"211656";"10,11"
"36";"2011";"0";"001040";"3847570";"10,11"
"36";"2011";"0";"001040";"3999982";"10,11"
"36";"2011";"0";"001050";"398770";"10,11"
"36";"2011";"0";"001051";"413962";"12"
"36";"2011";"0";"001060";"1670953";"10,11"
"36";"2011";"0";"001060";"1728866";"10,11"
"36";"2011";"0";"001070";"279870";"12"
"36";"2011";"0";"001070";"270770";"10,11"
"36";"2011";"0";"001080";"4028524";"10,11"
"36";"2011";"0";"001080";"4391673";"10,11"
"36";"2011";"0";"001090";"108933";"12"
"36";"2011";"0";"001090";"105984";"10,11"
"36";"2011";"0";"001100";"167847";"12"
"36";"2011";"0";"001100";"162292";"10,11"
"36";"2011";"0";"001105";"280705";"12"
"36";"2011";"1";"000920";"586502";"10,11"
"36";"2011";"1";"000920";"600011";"10,11"
"36";"2011";"1";"000940";"974866";"10,11"
"36";"2011";"1";"000940";"1019557";"10,11"
"36";"2011";"1";"000950";"69412";"12"
"36";"2011";"1";"000950";"66187";"10,11"
"36";"2011";"1";"000960";"176414";"10,11"
"36";"2011";"1";"000960";"193942";"10,11"
"36";"2011";"1";"000963";"201320";"12"
"36";"2011";"1";"000970";"146926";"10,11"
"36";"2011";"1";"000980";"55424";"10,11"
"36";"2011";"1";"000980";"62896";"10,11"
"36";"2011";"1";"000990";"87287";"12"
"36";"2011";"1";"000990";"84414";"10,11"
"36";"2011";"1";"001005";"284480";"12"
"36";"2011";"1";"001005";"271876";"10,11"
"36";"2011";"1";"001006";"620272";"12"
"36";"2011";"1";"001007";"1066294";"12"
"36";"2011";"1";"001008";"67456";"12"
"36";"2011";"1";"001009";"106801";"12"
"36";"2011";"1";"001010";"2057443";"12"
"36";"2011";"1";"001011";"913400";"12"
"36";"2011";"1";"001012";"2282648";"12"
"36";"2011";"1";"001019";"132771";"10,11"
"36";"2011";"1";"001020";"97250";"10,11"
"36";"2011";"1";"001020";"102880";"10,11"
"36";"2011";"1";"001040";"1890871";"10,11"
"36";"2011";"1";"001040";"1966503";"10,11"
"36";"2011";"1";"001050";"195429";"10,11"
"36";"2011";"1";"001051";"204707";"12"
"36";"2011";"1";"001060";"828733";"10,11"
"36";"2011";"1";"001060";"858306";"10,11"
"36";"2011";"1";"001070";"136071";"12"
"36";"2011";"1";"001070";"130928";"10,11"
"36";"2011";"1";"001080";"1985922";"10,11"
"36";"2011";"1";"001080";"2162220";"10,11"
"36";"2011";"1";"001090";"52564";"12"
"36";"2011";"1";"001090";"50863";"10,11"
"36";"2011";"1";"001100";"83930";"12"
"36";"2011";"1";"001100";"80736";"10,11"
"36";"2011";"1";"001105";"139833";"12"
"36";"2011";"2";"000920";"611966";"10,11"
"36";"2011";"2";"000920";"625224";"10,11"
"36";"2011";"2";"000940";"1002449";"10,11"
